date, pm25
2018/9/18, 42
2018/9/19, 50
2018/9/20, 44
2018/9/21, 51
2018/9/22, 32
2018/9/23, 37
2018/9/24, 51
2018/9/25, 41
2018/9/26, 35
2018/9/27, 45
2018/9/28, 34
2018/9/29, 38
2018/9/30, 28
2018/10/1, 38
2018/4/6, 53
2018/4/7, 49
2018/4/10, 57
2018/4/11, 73
2018/4/12, 37
2018/4/13, 59
2018/4/14, 52
2018/4/15, 45
2018/4/16, 65
2018/4/17, 53
2018/4/18, 69
2018/4/19, 36
2018/4/20, 60
2018/4/21, 72
2018/4/22, 67
2018/4/23, 58
2018/4/24, 67
2018/4/25, 77
2018/4/26, 69
2018/4/27, 62
2018/4/28, 60
2018/4/29, 57
2018/4/30, 78
2018/5/1, 72
2018/5/2, 91
2018/5/3, 56
2018/5/4, 66
2018/5/5, 61
2018/5/6, 35
2018/5/7, 27
2018/5/8, 36
2018/5/9, 32
2018/5/10, 56
2018/5/11, 58
2018/5/12, 41
2018/5/14, 73
2018/5/15, 83
2018/5/16, 60
2018/5/17, 73
2018/5/18, 76
2018/5/19, 72
2018/5/20, 62
2018/5/21, 65
2018/5/22, 91
2018/5/23, 85
2018/5/24, 99
2018/5/25, 74
2018/5/26, 69
2018/5/27, 47
2018/5/28, 51
2018/5/29, 76
2018/6/6, 22
2018/6/7, 56
2018/6/8, 52
2018/6/9, 51
2018/6/10, 47
2018/6/11, 46
2018/6/12, 45
2018/6/13, 35
2018/6/14, 19
2018/6/15, 24
2018/6/16, 46
2018/6/17, 54
2018/6/18, 15
2018/6/19, 14
2018/6/20, 12
2018/6/21, 13
2018/6/22, 14
2018/6/23, 22
2018/6/25, 5
2018/6/26, 22
2018/6/27, 33
2018/6/28, 42
2018/6/29, 48
2018/6/30, 36
