date, pm10, o3, no2, so2, co
2020/9/20, 26, 21, 3, 8, 2
2020/9/21, 25, 22, 4, 4, 3
2020/9/22, 35, 9, 7, 4, 4
2020/9/23, 44, 12, 2, 6, 3
2020/9/24, 38, 45, 3, 5, 3
2020/9/25, 38, 19, 5, 8, 3
2020/9/26, 47, , 6, 7, 4
2020/9/27, 45, , 6, 8, 5
2020/9/28, 47, , 4, 6, 3
2020/9/29, 43, 13, 3, 6, 3
2020/9/30, 33, 22, 4, 7, 3
2020/10/1, 36, 36, 4, 7, 3
2020/4/2, 34, 26, 9, 6, 3
2020/4/3, 35, 25, 9, 7, 3
2020/4/4, 37, 23, 5, 6, 1
2020/4/5, 31, 23, 4, 6, 2
2020/4/6, 30, 25, 6, 5, 3
2020/4/7, 28, 23, 8, 6, 2
2020/4/8, 30, 22, 8, 6, 3
2020/4/9, 36, 21, 5, 6, 2
2020/4/10, 32, 21, 5, 8, 1
2020/4/11, 27, 19, 5, 7, 2
2020/4/12, 41, 23, 2, 5, 1
2020/4/13, 43, 24, 5, 5, 1
2020/4/14, 17, 30, 11, 8, 4
2020/4/15, 51, 21, 7, 6, 4
2020/4/16, 42, 27, 7, 5, 3
2020/4/17, 34, 23, 8, 7, 4
2020/4/18, 30, 27, 7, 4, 2
2020/4/19, 35, 22, 3, 3, 1
2020/4/20, 26, 22, 7, 7, 2
2020/4/21, 27, 30, 6, 7, 4
2020/4/22, 45, 29, 5, 6, 2
2020/4/23, 37, 27, 7, 8, 2
2020/4/24, 36, 33, 8, 8, 3
2020/4/25, 56, 36, 9, 7, 4
2020/4/26, 57, 30, 4, 5, 3
2020/4/27, 31, 33, 6, 7, 3
2020/4/28, 44, 29, 9, 6, 3
2020/4/29, 36, 27, 8, 4, 3
2020/4/30, 38, 30, 8, 5, 2
2020/5/1, 28, 31, 5, 5, 1
2020/5/2, 22, 31, 7, 4, 2
2020/5/3, 28, 30, 5, 4, 3
2020/5/4, 30, 26, 6, 6, 3
2020/5/5, 32, 25, 5, 6, 2
2020/5/6, 18, 24, 5, 7, 2
2020/5/7, 30, 28, 6, 6, 2
2020/5/8, 27, 27, 7, 5, 3
2020/5/9, 27, 27, 8, 7, 3
2020/5/10, 23, 28, 5, 5, 2
2020/5/11, 56, 26, 6, 6, 1
2020/5/12, 23, 29, 9, 8, 3
2020/5/13, 31, 32, 8, 7, 3
2020/5/14, 31, 28, 8, 5, 3
2020/5/15, 34, 29, 10, 6, 4
2020/5/16, 40, 22, 4, 6, 2
2020/5/17, 31, 36, 6, 6, 3
2020/5/18, 44, 30, 7, 6, 3
2020/5/19, 36, 30, 9, 6, 3
2020/5/20, 40, 26, 10, 10, 4
2020/5/21, 33, 20, 7, 7, 3
2020/5/22, 34, 33, 6, 7, 3
2020/5/23, 43, 29, 8, 6, 3
2020/5/24, 34, 30, 6, 5, 3
2020/5/25, 23, 29, 6, 4, 3
2020/5/26, 27, 38, 6, 6, 4
2020/5/27, 45, 29, 6, 5, 4
2020/5/28, 46, 27, 9, 4, 3
2020/5/29, 39, 23, 8, 5, 1
2020/5/30, 30, 24, 3, 6, 1
2020/5/31, 19, 25, 4, 6, 2
2020/6/1, 726, 25, 6, 7, 3
2020/6/2, 521, 22, 5, 6, 1
2020/6/3, 30, 21, 4, 7, 1
2020/6/4, 23, 20, 5, 6, 1
2020/6/5, 25, 19, 4, 6, 1
2020/6/6, 27, 20, 5, 7, 1
2020/6/7, 25, 25, 3, 7, 2
2020/6/8, 30, 23, 5, 5, 1
2020/6/9, 29, 26, 10, 6, 1
2020/6/10, 30, 23, 8, 6, 2
2020/6/11, 23, 20, 3, 6, 2
2020/6/12, 21, 21, 4, 5, 2
2020/6/13, 24, 26, 7, 7, 1
2020/6/14, 35, 27, 4, 7, 2
2020/6/15, 27, 27, 6, 4, 1
2020/6/16, 31, 19, 8, 6, 2
2020/6/17, 33, 19, 7, 4, 2
2020/6/18, 35, 22, 7, 6, 2
2020/6/19, 36, 21, 7, 4, 3
2020/6/20, 24, 20, 6, 5, 2
2020/6/21, 27, 22, 4, 6, 1
2020/6/22, 27, 26, 7, 7, 2
2020/6/23, 23, 22, 4, 5, 1
2020/6/24, 23, 20, 6, 6, 1
2020/6/25, 26, 16, 5, 5, 1
2020/6/26, 27, 14, 9, 5, 2
2020/6/27, 20, 21, 7, 7, 2
2020/6/28, 41, 29, 7, 7, 3
2020/6/29, 62, 27, 6, 7, 1
2020/6/30, 25, 26, 6, 6, 1
2020/7/1, 43, 26, 6, 6, 2
2020/1/2, 50, , 3, , 
2020/1/3, 29, , 7, 2, 
2020/1/4, 11, , 8, 1, 
2020/1/5, 20, , 18, 1, 
2020/1/6, 42, , 25, 2, 
2020/1/7, 48, , 15, , 
2020/1/8, 39, , 20, 3, 
2020/1/9, 54, , 29, 2, 
2020/1/10, 66, , 13, 1, 
2020/1/11, 38, , 11, 1, 
2020/1/12, 34, , 15, 1, 
2020/1/13, 49, , 18, 1, 
2020/1/14, 50, , 17, , 
2020/1/15, 47, , 14, , 
2020/1/16, 38, , 8, , 
2020/1/17, 34, , 9, , 
2020/1/18, 28, , 9, , 
2020/1/19, 31, , 8, , 
2020/1/20, 20, , 9, , 
2020/1/21, 15, , 11, 1, 
2020/1/22, 33, , 11, 3, 
2020/1/23, 35, , 17, 1, 
2020/1/24, 36, , 15, , 
2020/1/25, 41, , 13, 2, 
2020/1/26, 35, , 10, , 
2020/1/27, 28, , 16, 1, 
2020/1/28, 30, , 14, 1, 
2020/1/29, 24, , 14, 1, 
2020/1/30, 46, , 11, , 
2020/1/31, 65, , 10, , 
2020/2/1, 34, , 8, , 
2020/2/2, 28, , 11, 1, 
2020/2/3, 38, , 12, , 
2020/2/4, 33, , 4, , 
2020/2/5, 7, , 3, , 
2020/2/6, 10, , 7, , 
2020/2/7, 9, , 20, 3, 
2020/2/8, 373, , 21, 2, 
2020/2/9, 41, , 17, 2, 
2020/2/10, 45, , 7, 4, 
2020/2/11, 21, , 10, 2, 
2020/2/12, 25, , 4, 1, 
2020/2/13, 20, , 9, 1, 
2020/2/14, 30, , 9, 1, 
2020/2/15, 32, , 11, 1, 
2020/2/16, 42, , 16, 2, 
2020/2/17, 47, , 20, 3, 
2020/2/18, 45, , 19, , 
2020/2/19, 42, , 10, 1, 
2020/2/20, 47, , 12, 2, 
2020/2/21, 50, , 6, , 
2020/2/22, 26, , 10, 1, 
2020/2/23, 42, , 14, 3, 
2020/2/24, 52, , 6, 1, 
2020/2/25, 24, , 14, 2, 
2020/2/26, 43, , 11, , 
2020/2/27, 43, , 8, 1, 
2020/2/28, 37, , 10, 1, 
2020/2/29, 48, , 17, 2, 
2020/3/1, 47, , 12, 2, 
2020/3/2, 51, , 5, , 
2020/3/3, 21, , 6, , 
2020/3/4, 54, , 13, , 13
2020/3/5, 745, 13, 8, , 9
2020/3/6, 164, 17, 7, , 26
2020/3/7, 103, 23, 14, 2, 5
2020/3/8, 52, 21, 9, , 4
2020/3/9, 37, 26, 10, 3, 3
2020/3/10, 38, 19, 6, 2, 2
2020/3/11, 25, 23, 9, 5, 3
2020/3/12, 35, 26, 12, 5, 3
2020/3/13, 38, 30, 16, 5, 4
2020/3/14, 45, 26, 14, 5, 4
2020/3/15, 28, 20, 7, 1, 3
2020/3/16, 32, 17, 9, 6, 1
2020/3/17, 29, 29, 13, 5, 2
2020/3/18, 36, , , , 
2020/3/20, 62, 27, 8, 8, 2
2020/3/21, 39, 22, 5, 7, 
2020/3/22, 34, 22, 5, 6, 2
2020/3/23, 26, 25, 9, 6, 2
2020/3/24, 30, 27, 18, 9, 4
2020/3/25, 50, 29, 12, 6, 1
2020/3/26, 70, 29, 13, 7, 1
2020/3/27, 38, 26, 8, 5, 2
2020/3/28, 37, 25, 5, 9, 3
2020/3/29, 32, 22, 3, 8, 2
2020/3/30, 41, 31, 7, 5, 2
2020/3/31, 37, 23, 5, 5, 2
2020/4/1, 41, 27, 7, 7, 3
2019/10/2, 23, 16, 7, 1, 3
2019/10/3, 29, 16, 8, , 3
2019/10/4, 34, 19, 6, , 3
2019/10/5, 25, 24, 9, 1, 3
2019/10/6, 32, 22, 6, , 3
2019/10/7, 24, 18, 9, , 6
2019/10/8, 33, 20, 6, , 3
2019/10/9, 26, 23, 13, 1, 4
2019/10/10, 44, 24, 16, , 4
2019/10/11, 42, 20, 14, 1, 6
2019/10/12, 51, 13, 6, , 4
2019/10/13, 23, 20, 7, , 4
2019/10/14, 23, 16, 7, , 4
2019/10/15, 26, 20, 9, , 5
2019/10/16, 33, 14, 9, 3, 4
2019/10/17, 32, 19, 10, , 4
2019/10/18, 23, 24, 11, , 5
2019/10/19, 26, 16, 10, , 5
2019/10/20, 20, 14, 12, , 6
2019/10/21, 15, 14, 8, , 5
2019/10/22, 17, 16, 11, , 5
2019/10/23, 21, 17, 11, , 4
2019/10/24, 30, 19, 8, 2, 4
2019/10/25, 29, 17, 9, 1, 4
2019/10/26, 33, 17, 13, , 5
2019/10/27, 28, 21, 17, 1, 11
2019/10/28, 57, 28, 16, 2, 8
2019/10/29, 49, 28, 13, , 5
2019/10/30, 43, 18, 15, , 6
2019/10/31, 40, 13, 11, , 5
2019/11/1, 24, 20, 14, , 3
2019/11/2, 39, 16, 10, , 4
2019/11/3, 32, 18, 7, , 3
2019/11/4, 19, 16, 9, , 5
2019/11/5, 32, 17, 7, , 4
2019/11/6, 30, 13, 9, , 4
2019/11/7, 25, 15, 7, 1, 4
2019/11/8, 24, 13, 6, 1, 2
2019/11/9, 23, 12, 9, 1, 3
2019/11/10, 25, 17, 13, , 6
2019/11/11, 49, 21, 19, 3, 8
2019/11/12, 50, 15, 8, 1, 3
2019/11/13, 37, 10, 13, , 5
2019/11/14, 35, 16, 14, 3, 7
2019/11/15, 35, 108, 9, , 4
2019/11/16, 63, , 12, 1, 4
2019/11/17, 42, , 18, , 8
2019/11/18, 46, , 13, , 5
2019/11/19, 35, , 16, , 7
2019/11/20, 39, , 17, 3, 8
2019/11/21, 50, , 15, 1, 7
2019/11/22, 51, , 12, 1, 5
2019/11/23, 34, , 12, , 5
2019/11/24, 46, , 10, , 4
2019/11/25, 35, , 16, 1, 
2019/11/26, 58, , 13, , 
2019/11/27, 34, , 17, 3, 
2019/11/28, 56, , 14, , 
2019/11/29, 53, , 15, 1, 
2019/11/30, 54, , 22, 2, 
2019/12/1, 593, , 13, , 3
2019/12/2, 867, 14, 11, , 4
2019/12/3, 455, 27, 23, 2, 11
2019/12/4, 62, , 17, 2, 6
2019/12/5, 48, , 21, 1, 6
2019/12/6, 55, , 21, 1, 7
2019/12/7, 48, , 19, 1, 
2019/12/8, 53, , 18, 1, 
2019/12/9, 48, , 22, 3, 
2019/12/10, 54, , 10, 1, 
2019/12/11, 31, 9, 9, , 
2019/12/12, 65, 17, 18, 1, 
2019/12/13, 49, 16, 19, 2, 9
2019/12/14, 54, 109, 26, 2, 5
2019/12/15, 49, 83, 20, 3, 
2019/12/16, 43, , 13, 1, 
2019/12/17, 28, , 18, 2, 
2019/12/18, 57, , 9, , 
2019/12/19, 34, , 15, 1, 
2019/12/20, 46, , 24, 3, 
2019/12/21, 65, , 13, , 
2019/12/22, 16, , 13, , 
2019/12/23, 20, , 20, , 
2019/12/24, 57, , 17, 1, 
2019/12/25, 39, , 13, 2, 
2019/12/26, 48, , 15, , 
2019/12/27, 33, , 16, , 
2019/12/28, 40, , 5, , 
2019/12/29, 12, , , , 
2019/7/2, 41, , 20, 1, 7
2019/7/3, 30, , 23, 1, 7
2019/7/4, 24, , 24, 1, 9
2019/7/5, 43, , 21, , 9
2019/7/6, 49, , 22, 1, 11
2019/7/7, 46, , 20, 2, 5
2019/7/8, 41, , 21, 2, 9
2019/7/9, 36, , 19, 1, 6
2019/7/10, 46, , 19, 2, 8
2019/7/11, 41, , 18, 2, 9
2019/7/12, 37, 3, 20, 2, 5
2019/7/13, 118, 3, , , 8
2019/7/14, 38, 2, , , 7
2019/7/15, 33, 2, , , 7
2019/7/16, 43, 1, , , 7
2019/7/17, 39, 2, , , 6
2019/7/18, 346, 8, , , 8
2019/7/19, 834, 19, , , 
2019/7/20, 41, , , , 
2019/7/21, 42, , , , 
2019/7/22, 46, , , , 
2019/7/23, 37, 13, 6, , 3
2019/7/24, 172, 14, 6, , 1
2019/7/25, 39, 18, 6, , 3
2019/7/26, 27, 23, 7, , 3
2019/7/27, 31, 17, 6, , 3
2019/7/28, 32, 18, 4, , 3
2019/7/29, 32, 19, 6, , 3
2019/7/30, 39, 17, 5, , 3
2019/7/31, 45, 10, 5, , 3
2019/8/1, 55, 16, 6, , 3
2019/8/2, 47, 18, 5, 1, 3
2019/8/3, 36, 20, 8, 2, 4
2019/8/4, 40, 20, 7, 1, 5
2019/8/5, 33, 18, 6, , 4
2019/8/6, 32, 17, 9, , 4
2019/8/7, 35, 18, 11, , 4
2019/8/8, 33, 19, 14, 1, 5
2019/8/9, 39, 21, 8, , 4
2019/8/10, 40, 13, 5, , 3
2019/8/11, 35, 17, 5, , 3
2019/8/12, 33, 16, 5, , 3
2019/8/13, 29, 18, 7, , 3
2019/8/14, 37, 17, 7, , 3
2019/8/15, 36, 18, 7, 1, 3
2019/8/16, 42, 21, 8, , 3
2019/8/17, 45, 20, 6, , 2
2019/8/18, 38, 20, 6, , 1
2019/8/19, 36, 14, 4, , 2
2019/8/20, 34, 15, 3, , 2
2019/8/21, 36, 18, 4, , 2
2019/8/22, 29, 25, 10, 1, 3
2019/8/23, 42, 22, 6, 1, 2
2019/8/24, 22, 26, 9, , 3
2019/8/25, 21, 22, 9, , 3
2019/8/26, 23, 13, 12, , 4
2019/8/27, 21, 22, 14, 8, 5
2019/8/28, 23, 20, 8, , 5
2019/8/29, 43, 16, 7, , 3
2019/8/30, 37, 20, 12, , 4
2019/8/31, 50, 17, 10, , 3
2019/9/1, 47, 13, 11, 3, 4
2019/9/2, 53, 17, 7, 1, 3
2019/9/3, 41, 17, 8, , 3
2019/9/4, 37, 14, 8, , 3
2019/9/5, 29, 19, 6, , 3
2019/9/6, 30, 19, 7, , 3
2019/9/7, 34, 21, 9, , 3
2019/9/8, 40, 21, 9, , 3
2019/9/9, 208, 21, 13, 1, 5
2019/9/10, 868, 20, 9, , 4
2019/9/11, 521, 16, 4, 1, 3
2019/9/12, 27, 16, 5, 1, 3
2019/9/13, 24, 16, 6, , 3
2019/9/14, 17, 18, 5, , 3
2019/9/15, 16, 23, 7, , 4
2019/9/16, 23, 24, 7, , 4
2019/9/17, 28, 23, 9, , 5
2019/9/18, 38, 31, 9, , 4
2019/9/19, 39, 24, 13, 3, 5
2019/9/20, 39, 19, 13, , 5
2019/9/21, 35, 19, 11, , 4
2019/9/22, 39, 20, 9, , 4
2019/9/23, 33, 19, 8, 1, 4
2019/9/24, 30, 27, 9, 2, 4
2019/9/25, 40, 29, 10, , 5
2019/9/26, 39, 26, 8, , 4
2019/9/27, 37, 21, 8, 1, 3
2019/9/28, 33, 16, 9, , 4
2019/9/29, 40, 14, 4, , 4
2019/9/30, 12, 11, 9, , 5
2019/10/1, 18, 14, 6, , 3
2019/4/2, 38, 9, 28, , 4
2019/4/3, 48, 15, 32, , 4
2019/4/4, 47, 10, 23, 1, 3
2019/4/5, 33, 10, 30, , 4
2019/4/6, 52, 17, 33, , 4
2019/4/7, 49, 15, 23, , 3
2019/4/8, 28, 6, 20, , 6
2019/4/9, 54, 7, 39, , 4
2019/4/10, 38, 9, 52, 1, 8
2019/4/11, 53, 18, 20, 1, 3
2019/4/12, 49, 20, 23, , 2
2019/4/13, 209, 21, 20, , 2
2019/4/14, 868, 11, 34, , 5
2019/4/15, 868, 4, 29, , 8
2019/4/16, 435, 13, 43, , 5
2019/4/17, 65, 12, 16, , 2
2019/4/18, 42, 20, 15, , 3
2019/4/19, 28, 5, 12, , 2
2019/4/20, 40, 6, 29, 1, 5
2019/4/21, 44, 8, 34, 1, 6
2019/4/22, 49, 6, 35, , 7
2019/4/23, 53, 13, 30, , 5
2019/4/24, 58, 13, 32, , 4
2019/4/25, 51, 12, 23, , 6
2019/4/26, 30, 3, 18, 1, 3
2019/4/27, 53, 8, 28, 1, 6
2019/4/28, 47, 9, 31, 1, 6
2019/4/29, 52, 15, 29, , 7
2019/4/30, 53, 13, 33, , 8
2019/5/1, 63, 6, 26, , 6
2019/5/2, 64, 8, 25, , 6
2019/5/3, 47, 15, 25, , 4
2019/5/4, 45, 12, 26, , 7
2019/5/5, 53, 5, 23, , 6
2019/5/6, 54, 14, 26, , 5
2019/5/7, 47, 16, 33, , 5
2019/5/8, 46, 21, 22, , 2
2019/5/9, 51, 11, 24, , 2
2019/5/10, 29, 11, 21, , 6
2019/5/11, 45, 11, 24, , 4
2019/5/12, 45, 10, 26, 1, 4
2019/5/13, 43, 8, 29, , 5
2019/5/14, 39, 9, 27, , 5
2019/5/15, 53, 4, 15, , 6
2019/5/16, 55, 7, 22, , 5
2019/5/17, 51, 12, 22, , 6
2019/5/18, 40, 14, 17, 2, 4
2019/5/19, 32, 6, 21, 1, 4
2019/5/20, 36, 7, 25, , 8
2019/5/21, 58, 14, 19, 1, 7
2019/5/22, 91, 7, 15, , 6
2019/5/23, 51, 6, 20, , 8
2019/5/24, 62, 4, 17, , 7
2019/5/25, 49, 4, 16, , 3
2019/5/26, 44, 5, 18, 1, 2
2019/5/27, 33, 4, 19, , 4
2019/5/28, 40, 5, 23, , 3
2019/5/29, 52, 28, 19, , 6
2019/5/30, 43, 5, 16, , 9
2019/5/31, 53, 3, 17, , 14
2019/6/1, 39, 3, 17, , 12
2019/6/2, 29, 2, 18, , 8
2019/6/3, 27, 2, 16, , 7
2019/6/4, 26, 5, 13, , 9
2019/6/5, 23, 2, 23, , 7
2019/6/6, 25, 1, 23, , 7
2019/6/7, 29, 1, 18, , 13
2019/6/8, 37, 27, 16, , 8
2019/6/9, 36, 84, 17, , 6
2019/6/10, 38, 47, 21, , 8
2019/6/11, 43, , 11, , 10
2019/6/12, 22, , 19, 1, 6
2019/6/13, 41, , 15, , 14
2019/6/14, 19, , 19, , 12
2019/6/15, 28, , 18, , 11
2019/6/16, 28, , 17, , 11
2019/6/17, 29, , 19, , 10
2019/6/18, 40, , 18, , 11
2019/6/19, 38, , 15, , 6
2019/6/20, 33, , 17, , 11
2019/6/21, 447, , 30, , 16
2019/6/22, 38, , 26, , 11
2019/6/23, 37, , 19, , 10
2019/6/24, 25, , 20, 1, 13
2019/6/25, 42, , 20, , 10
2019/6/26, 27, , 18, 2, 12
2019/6/27, 28, , 11, 2, 12
2019/6/28, 40, , 14, 1, 9
2019/6/29, 37, , 17, , 8
2019/6/30, 27, , 19, , 6
2019/7/1, 29, , 21, 2, 8
2019/1/8, 122, 26, 21, 9, 9
2019/1/9, 154, 24, 20, 10, 7
2019/1/10, 249, 32, 13, 9, 3
2019/1/11, 186, 21, 18, 9, 18
2019/1/12, 57, 20, 18, 10, 26
2019/1/13, 24, 17, 11, 9, 8
2019/1/14, 20, 18, 8, 9, 16
2019/1/15, 21, 19, 10, 9, 13
2019/1/16, 42, 19, 15, 9, 20
2019/1/17, 47, 22, 17, 8, 18
2019/1/18, 33, 23, 12, 8, 13
2019/1/19, 31, 22, 10, 9, 
2019/1/20, 30, 26, 11, 11, 7
2019/1/21, 42, 24, 9, 9, 1
2019/1/22, 124, 31, 27, 14, 24
2019/1/23, 359, 28, 20, 10, 15
2019/1/24, 386, 26, 9, 8, 4
2019/1/25, 320, 23, 20, 9, 4
2019/1/26, 53, 20, 14, 8, 
2019/1/27, 47, 28, 13, 11, 
2019/1/28, 29, 25, 10, 8, 
2019/1/29, 54, 27, 20, 10, 23
2019/1/30, 47, 23, 14, 10, 10
2019/1/31, 46, 22, 18, 9, 2
2019/2/1, 43, 16, 16, 9, 26
2019/2/2, 20, 24, 8, 8, 28
2019/2/3, 50, 26, 20, 10, 15
2019/2/4, 50, 25, 18, 12, 16
2019/2/5, 38, 21, 17, 9, 12
2019/2/6, 48, 16, 19, 10, 8
2019/2/7, 87, 7, 27, 9, 12
2019/2/8, 63, 2, 39, 1, 6
2019/2/9, 40, 2, 17, , 17
2019/2/10, 26, 5, 25, , 14
2019/2/11, 32, 6, 42, , 2
2019/2/12, 49, 6, 48, , 9
2019/2/13, 47, 14, 37, 1, 11
2019/2/14, 40, 19, 33, 1, 14
2019/2/15, 47, 28, 50, , 18
2019/2/16, 35, 6, 28, , 8
2019/2/17, 45, 11, 33, 1, 6
2019/2/18, 43, 6, 14, , 2
2019/2/19, 35, 8, 28, 1, 25
2019/2/20, 54, 10, 33, 1, 18
2019/2/21, 33, 11, 27, , 21
2019/2/22, 45, 9, 28, , 12
2019/2/23, 27, 12, 21, , 13
2019/2/24, 17, 5, 23, 1, 6
2019/2/25, 42, 18, 21, 1, 14
2019/2/26, 50, 24, 43, 1, 15
2019/2/27, 52, 2, 52, 2, 4
2019/2/28, 49, 6, 47, , 9
2019/3/1, 62, 1, 45, 1, 16
2019/3/2, 53, , 38, 1, 4
2019/3/3, 45, , 34, 1, 7
2019/3/4, 32, 3, 20, , 14
2019/3/5, 49, 9, 24, 1, 8
2019/3/6, 37, 10, 26, , 6
2019/3/7, 36, 5, 33, , 3
2019/3/8, 53, 4, 48, 2, 6
2019/3/9, 56, 9, 47, 1, 9
2019/3/10, 56, 4, 49, , 10
2019/3/11, 46, 4, 44, 2, 6
2019/3/12, 64, 2, 36, , 6
2019/3/13, 57, 15, 32, 1, 7
2019/3/14, 62, 9, 19, 1, 4
2019/3/15, 39, 2, 27, , 5
2019/3/16, 49, 10, 14, 1, 5
2019/3/17, 39, 9, 35, , 3
2019/3/18, 35, 10, 33, , 5
2019/3/19, 29, 7, 30, 1, 4
2019/3/20, 31, 9, 30, , 4
2019/3/21, 31, 2, 23, , 5
2019/3/22, 33, 4, 14, , 5
2019/3/23, 36, 5, 21, 1, 4
2019/3/24, 31, 4, 29, , 3
2019/3/25, 39, 4, 29, , 4
2019/3/26, 53, 4, 32, 1, 5
2019/3/27, 44, 7, 21, , 5
2019/3/28, 42, 5, 22, , 4
2019/3/29, 54, 9, 35, , 6
2019/3/30, 51, 8, 35, , 6
2019/3/31, 54, 2, 37, 1, 7
2019/4/1, 49, 8, 15, , 6
2018/10/2, 12, 19, 7, 9, 35
2018/10/3, 23, 19, 6, 8, 22
2018/10/4, 25, 20, 6, 8, 19
2018/10/5, 26, 24, 8, 9, 3
2018/10/6, 32, 25, 8, 8, 
2018/10/7, 32, 21, 9, 9, 28
2018/10/8, 28, 21, 13, 7, 21
2018/10/9, 27, 22, 8, 7, 11
2018/10/10, 19, 32, 9, 10, 10
2018/10/11, 31, 24, 9, 9, 17
2018/10/12, 36, 23, 11, 9, 8
2018/10/13, 38, 47, 13, 7, 3
2018/10/14, 54, 39, 10, 9, 17
2018/10/15, 35, 17, 8, 10, 4
2018/10/16, 36, 12, 6, 9, 3
2018/10/17, 23, 14, 5, 8, 6
2018/10/18, 19, 12, 5, 8, 
2018/10/19, 12, 15, 6, 8, 42
2018/10/20, 14, , , , 
2018/11/8, 40, 27, 15, 8, 12
2018/11/9, 44, 23, 11, 7, 6
2018/11/10, 46, 23, 8, 8, 13
2018/11/11, 23, 11, 15, 13, 10
2018/11/12, 42, , 18, 9, 16
2018/11/13, 51, , 9, 9, 11
2018/11/14, 26, , 11, 8, 41
2018/11/15, 28, , 18, 8, 7
2018/11/16, 46, 27, 26, 13, 26
2018/11/17, 64, 27, 27, 9, 28
2018/11/18, 69, 29, 22, 8, 26
2018/11/19, 51, 21, 16, 8, 16
2018/11/20, 43, 20, 14, 8, 8
2018/11/21, 48, 23, 16, 15, 21
2018/11/22, 52, 43, 18, 8, 30
2018/11/23, 349, 21, 25, 9, 11
2018/11/24, 59, 19, 22, 10, 31
2018/11/25, 44, 19, 11, 10, 11
2018/11/26, 28, 31, 15, 12, 22
2018/11/27, 47, 26, 9, 7, 23
2018/11/28, 45, 15, 11, 7, 2
2018/11/29, 23, 10, 20, 9, 21
2018/11/30, 25, 25, 12, 7, 30
2018/12/1, 25, 22, 5, 8, 34
2018/12/2, 17, 37, 8, 9, 3
2018/12/3, 14, 33, 28, 10, 24
2018/12/4, 62, 69, 12, 9, 30
2018/12/5, 43, 29, 11, 9, 33
2018/12/6, 31, 165, 12, 9, 17
2018/12/7, 43, , 24, 9, 11
2018/12/8, 53, , 12, 8, 1
2018/12/9, 29, , 8, 8, 
2018/12/10, 25, , 9, 9, 
2018/12/11, 29, 14, 14, 9, 16
2018/12/12, 47, 14, 16, 10, 19
2018/12/13, 57, 18, 6, 8, 35
2018/12/14, 20, 25, 14, 9, 39
2018/12/15, 29, 27, 20, 8, 42
2018/12/16, 141, 25, 26, 9, 27
2018/12/17, 207, 28, 30, 10, 19
2018/12/18, 287, 20, 23, 12, 10
2018/12/19, 250, 24, 7, 8, 
2018/12/20, 152, 26, 11, 8, 33
2018/12/21, 594, 20, 27, 10, 23
2018/7/2, 51, 29, 6, , 5
2018/7/3, 65, 33, 6, , 5
2018/7/4, 53, 34, 6, , 5
2018/7/5, 52, 25, 4, , 6
2018/7/6, 57, 23, 5, 80, 8
2018/7/7, 31, 16, 5, , 4
2018/7/8, 30, 17, 5, , 5
2018/7/9, 34, 14, 5, , 5
2018/7/10, 48, 17, 5, , 4
2018/7/11, 418, 18, 6, , 5
2018/7/12, 454, 17, 5, , 6
2018/7/13, 44, 19, 8, , 5
2018/7/14, 50, 20, 6, , 6
2018/7/15, 34, 18, 5, , 5
2018/7/16, 63, 20, 8, , 6
2018/7/17, 73, 31, 10, , 6
2018/7/18, 65, 26, 8, , 5
2018/7/19, 47, 24, 9, , 5
2018/7/20, 45, 27, 9, , 5
2018/7/21, 47, 24, 11, , 6
2018/7/22, 51, 24, 7, , 6
2018/7/23, 50, 25, 8, , 5
2018/7/24, 45, 24, 10, , 5
2018/7/25, 49, 22, 10, 1, 6
2018/7/26, 53, 18, 10, 1, 6
2018/7/27, 170, 30, 9, , 20
2018/7/28, 64, 15, 13, , 8
2018/7/29, 52, , , , 
2018/7/31, 40, 32, 8, , 11
2018/8/1, 36, 19, 5, , 11
2018/8/2, 31, 28, 5, 8, 7
2018/8/3, 25, 30, 9, 8, 18
2018/8/4, 32, 21, 6, 8, 19
2018/8/5, 28, 20, 4, 8, 21
2018/8/6, 19, 17, 4, 8, 15
2018/8/7, 20, 18, 4, 8, 12
2018/8/8, 23, 20, 6, 10, 9
2018/8/9, 34, 28, 6, 9, 13
2018/8/10, 39, 27, 6, 8, 8
2018/8/11, 38, 28, 8, 9, 4
2018/8/12, 40, 33, 9, 9, 
2018/8/13, 17, 25, 12, 10, 7
2018/8/14, 36, 30, 8, 8, 7
2018/8/15, 44, 34, 10, 9, 6
2018/8/16, 46, 27, 7, 9, 27
2018/8/17, 37, 28, 7, 9, 23
2018/8/18, 38, 26, 6, 10, 25
2018/8/19, 33, 37, 7, 10, 5
2018/8/20, 28, 24, 8, 8, 15
2018/8/21, 33, 20, 4, 8, 8
2018/8/22, 23, 22, 6, 9, 2
2018/8/23, 22, 22, 6, 9, 19
2018/8/24, 24, 27, 8, 9, 12
2018/8/25, 30, 26, 7, 8, 8
2018/8/26, 28, 24, 5, 8, 11
2018/8/27, 24, 27, 7, 9, 17
2018/8/28, 32, 22, 6, 9, 4
2018/8/29, 31, 20, 6, 9, 14
2018/8/30, 28, 21, 9, 8, 19
2018/8/31, 27, 23, 7, 10, 11
2018/9/1, 28, 18, 6, 11, 11
2018/9/2, 15, 30, 6, 10, 12
2018/9/3, 21, 26, 8, 9, 3
2018/9/4, 34, 26, 7, 8, 12
2018/9/5, 34, 21, 8, 7, 20
2018/9/6, 33, 19, 7, 6, 11
2018/9/7, 21, 23, 10, 8, 9
