date, pm25, o3, no2, so2, co
2021/1/8, 54, 24, 29, 2, 7
2021/1/9, 62, 15, 26, 4, 6
2021/1/10, 72, 18, 60, , 5
2021/1/11, 60, 14, , 1, 2
2021/1/12, 51, 10, , 8, 5
2021/1/13, 76, 16, , , 3
2021/1/14, 52, 15, , 2, 8
2021/1/15, 72, 20, , 1, 6
2021/1/16, 54, 22, , 1, 11
2021/1/17, 80, 18, , 1, 8
2021/1/18, 68, 21, , 3, 5
2021/1/19, 75, 22, , 2, 8
2021/1/20, 89, 17, , , 3
2021/1/21, 60, 17, , 1, 5
2021/1/22, 41, 16, , 1, 6
2021/1/23, 35, 21, , 3, 6
2021/1/24, 56, 21, , , 7
2021/1/25, 42, 17, , , 3
2021/1/26, 19, 17, , 2, 3
2021/1/27, 29, 19, , 1, 4
2021/1/28, 37, 20, , , 5
2021/1/29, 51, 24, , , 6
2021/1/30, 46, 31, , 4, 7
2021/1/31, 76, 23, , , 2
2021/2/1, 44, 22, , , 3
2021/2/2, 50, 22, , 2, 6
2021/2/3, 68, 22, , 2, 9
2021/2/4, 69, 21, , 3, 7
2021/2/5, 63, 18, , 3, 4
2021/2/6, 44, 18, , , 3
2021/2/7, 19, 25, , 3, 5
2021/2/8, 68, 16, , , 4
2021/2/9, 53, 27, , 2, 4
2021/2/10, 755, 27, , 2, 4
2021/2/11, 472, 19, , , 6
2021/2/12, 44, 16, , , 4
2021/2/13, 37, 23, , 1, 2
2021/2/14, 77, 24, , , 1
2021/2/15, 58, 19, , , 1
2021/2/16, 32, 18, , , 3
2021/2/17, 36, 22, , , 3
2021/2/18, 27, 18, , , 3
2021/2/19, 27, 21, , , 5
2021/2/20, 39, 27, , 9, 4
2021/2/21, 78, 33, , 1, 7
2021/2/22, 69, 26, , 1, 5
2021/2/23, 66, 28, , 2, 4
2021/2/24, 74, 28, , 2, 5
2021/2/25, 60, 20, , 1, 5
2021/2/26, 42, 26, , 2, 7
2021/2/27, 66, 30, , 1, 7
2021/2/28, 78, 31, , 1, 4
2021/3/1, 57, 27, , , 4
2021/3/2, 52, 16, 9, , 5
2021/3/3, 52, 26, 15, 1, 5
2021/3/4, 73, 30, 17, 1, 5
2021/3/5, 81, 20, 15, 1, 5
2021/3/6, 54, 23, 8, , 4
2021/3/7, 63, 32, 12, 3, 5
2021/3/8, 86, 19, 8, 3, 2
2021/3/9, 40, 20, 11, 8, 6
2021/3/10, 47, 18, 15, 10, 3
2021/3/11, 73, 18, 16, 12, 3
2021/3/12, 74, 21, 13, 9, 1
2021/3/13, 73, 23, 12, 10, 7
2021/3/14, 93, 16, 11, 9, 3
2021/3/15, 53, 13, 10, 7, 4
2021/3/16, 51, 13, 12, 9, 2
2021/3/17, 61, 16, 8, 7, 1
2021/3/18, 25, 19, 8, 8, 5
2021/3/19, 67, 20, 12, 10, 
2021/3/20, 53, 20, 11, 9, 
2021/3/21, 65, 19, 11, 10, 
2021/3/22, 51, 13, 12, 7, 
2021/3/23, 95, 10, 7, 7, 
2021/3/24, 44, 12, 7, 8, 
2021/3/25, 24, 16, 7, 7, 
2021/3/26, 14, 13, 18, 10, 
2021/3/27, 60, 24, 18, 10, 
2021/3/28, 51, 17, 10, 9, 
2021/3/29, 56, 14, 10, 8, 1
2021/3/30, 40, 23, 14, 9, 7
2021/3/31, 52, 22, 12, 9, 6
2021/4/1, 61, 14, 10, 10, 1
2020/10/2, 46, 20, 13, , 2
2020/10/3, 37, 23, 8, , 4
2020/10/4, 25, 24, 9, , 2
2020/10/5, 47, 24, 10, , 4
2020/10/6, 51, 26, 14, , 5
2020/10/7, 57, 23, 14, 3, 6
2020/10/8, 52, 26, 15, 2, 6
2020/10/9, 51, 27, 16, 1, 7
2020/10/10, 46, 29, 13, , 6
2020/10/11, 43, 26, 14, 1, 6
2020/10/12, 42, 23, 14, 1, 4
2020/10/13, 43, 18, 8, , 5
2020/10/14, 45, 24, 10, , 2
2020/10/15, 39, 22, 14, , 5
2020/10/16, 50, 17, 10, , 5
2020/10/17, 49, 25, 13, , 3
2020/10/18, 44, 21, 12, , 5
2020/10/19, 43, 16, 15, , 4
2020/10/20, 47, 20, 14, , 5
2020/10/21, 46, 20, 13, , 5
2020/10/22, 46, 25, 16, 1, 7
2020/10/23, 54, 25, 19, 10, 4
2020/10/24, 51, 21, 14, , 3
2020/10/25, 52, 23, 13, 1, 4
2020/10/26, 64, 22, 21, 6, 6
2020/10/27, 50, 27, 26, 8, 7
2020/10/28, 68, 20, 18, 2, 5
2020/10/29, 72, 18, 8, , 4
2020/10/30, 48, 22, 12, , 4
2020/10/31, 49, 23, 21, 1, 7
2020/11/1, 67, 22, 12, 2, 5
2020/11/2, 49, 17, 7, , 4
2020/11/3, 36, 19, 10, , 5
2020/11/4, 43, 18, 11, , 2
2020/11/5, 46, 18, 10, , 2
2020/11/6, 45, 18, 14, , 4
2020/11/7, 56, 27, 21, 1, 7
2020/11/8, 66, 26, 18, 1, 9
2020/11/9, 67, 33, 25, 2, 7
2020/11/10, 60, 20, 26, 2, 5
2020/11/11, 60, 20, 24, 2, 6
2020/11/12, 65, 34, 17, 1, 6
2020/11/13, 74, 27, 16, , 5
2020/11/14, 75, 28, 20, 1, 7
2020/11/15, 78, 23, 12, 1, 5
2020/11/16, 60, 14, 8, , 4
2020/11/17, 59, , , , 
2020/11/24, 18, 19, 24, 3, 8
2020/11/25, 52, 20, 29, 2, 9
2020/11/26, 56, 32, 32, 2, 8
2020/11/27, 66, 26, 30, 1, 7
2020/11/28, 59, 25, 35, 5, 9
2020/11/29, 70, 22, 14, 2, 4
2020/11/30, 69, 14, 10, , 4
2020/12/1, 25, 15, 17, 5, 6
2020/12/2, 43, 15, 19, , 5
2020/12/3, 52, 20, 21, 3, 5
2020/12/4, 61, 10, 16, , 4
2020/12/5, 65, 13, 18, , 5
2020/12/6, 48, 15, 16, , 7
2020/12/7, 44, 10, 23, , 4
2020/12/8, 57, 15, 21, 3, 7
2020/12/9, 44, 18, 30, 2, 8
2020/12/10, 54, 19, 27, 3, 7
2020/12/11, 53, 13, 16, , 6
2020/12/12, 29, 20, 22, 1, 8
2020/12/13, 54, 13, 12, , 6
2020/12/14, 24, 19, 15, , 6
2020/12/15, 57, 12, 12, , 2
2020/12/16, 31, 17, 21, 2, 8
2020/12/17, 43, 21, 21, , 5
2020/12/18, 57, 17, 27, 2, 9
2020/12/19, 74, 19, 22, , 8
2020/12/20, 58, 21, 17, 1, 5
2020/12/21, 56, 20, 20, , 5
2020/12/22, 54, 19, 27, 7, 10
2020/12/23, 75, 15, 15, 2, 6
2020/12/24, 22, 18, 17, 2, 6
2020/12/25, 43, 21, 9, , 2
2020/12/26, 50, 17, 26, 6, 5
2020/12/27, 65, 20, 30, 3, 7
2020/12/28, 63, 18, 25, 2, 6
2020/12/29, 79, 23, 34, 3, 11
2020/12/30, 62, 24, 9, , 5
2020/12/31, 40, 27, 9, , 4
2021/1/1, 34, 8, 48, 1, 12
2021/1/2, 107, , , , 
2020/8/24, 50, 19, 5, , 1
2020/8/25, 24, 17, 6, , 4
2020/8/26, 12, 12, 6, , 2
2020/8/27, 6, 16, 7, , 4
2020/8/28, 19, 23, 8, 2, 5
2020/8/29, 26, 21, 8, 1, 2
2020/8/30, 38, 25, 7, 1, 1
2020/8/31, 40, 14, 10, 4, 3
2020/9/1, 20, 12, 10, 3, 3
2020/9/2, 43, 26, 10, , 3
2020/9/3, 45, 20, 8, , 2
2020/9/4, 58, 12, 6, , 4
2020/9/5, 45, 12, 6, , 3
2020/9/6, 21, 13, 6, , 3
2020/9/7, 9, 16, 8, , 4
2020/9/8, 10, 24, 12, 2, 4
2020/9/9, 41, 22, 12, 5, 1
2020/9/10, 42, 15, 7, , 3
2020/9/11, 27, 13, 7, , 4
2020/9/12, 11, 17, 10, , 7
2020/9/13, 16, 20, 6, , 1
2020/9/14, 14, 22, 11, , 3
2020/9/15, 30, 17, 14, , 6
2020/9/16, 261, 17, 9, , 2
2020/9/17, 825, 18, 11, , 2
2020/9/18, 472, 19, 8, , 3
2020/9/19, 22, 16, 5, , 3
2020/9/24, 53, 28, 11, , 4
2020/9/25, 51, 28, 16, , 5
2020/9/26, 59, 26, 14, , 4
2020/9/27, 50, 28, 12, 1, 3
2020/9/28, 46, 23, 11, 1, 3
2020/9/29, 37, 16, 9, , 3
2020/9/30, 47, 24, 12, , 7
2020/10/1, 42, 14, 18, , 8
2023/1/8, , 33, , , 7
2023/2/5, , 39, , , 10
2023/3/31, , 54, , , 12
2022/12/18, , 34, , , 9
2022/1/3, , 28, , , 9
2022/3/8, , 27, , , 10
2021/5/11, , 17, 15, 7, 9
2021/1/4, , 25, 26, 1, 5
2020/11/23, , 4, 23, , 12
2020/8/23, , 21, 8, 2, 1
2020/9/23, , 26, 7, 1, 1
