date, pm10, o3, no2, so2, co
2021/7/15, 94, 24, 9, 4, 
2021/7/16, 98, 14, 4, 3, 
2021/7/17, 99, 15, 7, 4, 
2021/7/18, 90, 18, 6, 3, 
2021/7/19, 54, 28, 6, 4, 
2021/7/20, 60, 23, 4, 4, 
2021/7/21, 67, 15, 7, 4, 
2021/7/22, 91, 12, 5, 4, 
2021/7/23, 122, 13, 8, 4, 
2021/7/24, 120, 24, 8, 4, 
2021/7/25, 176, 33, 9, 3, 
2021/7/26, 144, 18, 13, 4, 
2021/7/27, 68, 25, 13, 5, 
2021/7/28, 48, 24, 13, 4, 
2021/7/29, 103, 40, 17, 4, 
2021/7/30, 97, 41, 6, 4, 
2021/7/31, 76, 30, 9, 4, 
2021/8/1, 79, 25, 10, 4, 
2021/8/2, 86, 35, 17, 5, 
2021/8/3, 81, 45, 20, 4, 
2021/8/4, 60, 43, 17, 4, 
2021/8/5, 67, 43, 13, 3, 
2021/8/6, 72, 40, 7, 4, 
2021/8/7, 62, 28, 11, 4, 
2021/8/8, 61, , , , 
2021/8/11, 69, 38, 15, 3, 
2021/8/12, 71, 39, 7, 4, 
2021/8/13, 64, 55, 8, 4, 
2021/8/14, 61, 32, 8, 4, 
2021/8/15, 55, 34, 8, 4, 
2021/8/16, 53, 33, 6, 4, 
2021/8/17, 63, 41, 4, 3, 
2021/8/18, 86, 22, 6, 4, 
2021/8/19, 126, 14, 5, 3, 
2021/8/20, 159, 16, 4, 3, 
2021/8/21, 129, 12, 5, 2, 
2021/8/22, 89, 24, 7, 2, 
2021/8/23, 65, 43, 5, 3, 
2021/8/24, 67, 13, 6, 3, 
2021/8/25, 75, 11, 5, 3, 
2021/8/26, 114, 34, 4, 3, 
2021/8/27, 116, 50, 6, 2, 
2021/8/28, 90, 31, 8, 2, 
2021/8/29, 92, 21, 9, 2, 
2021/8/30, 91, 28, 7, 2, 
2021/8/31, 96, 26, 6, 2, 
2021/9/1, 95, 30, 7, 2, 
2021/9/2, 88, 14, 6, 3, 
2021/9/3, 77, 16, 7, 2, 
2021/9/4, 85, 22, 9, 2, 
2021/9/5, 79, 24, 12, 2, 
2021/9/6, 86, 34, 12, 2, 
2021/9/7, 154, 33, 6, 3, 
2021/9/8, 113, 42, 7, 2, 
2021/9/9, 75, 40, 7, 2, 
2021/9/10, 68, 34, 3, 2, 
2021/9/11, 67, 51, 5, 3, 
2021/9/12, 63, 25, 6, 2, 
2021/9/13, 69, 26, 5, 4, 
2021/9/14, 79, 31, 4, 3, 
2021/9/15, 65, 38, 5, 4, 
2021/9/16, 48, 25, 8, 2, 
2021/9/17, 55, 31, 5, 3, 
2021/9/18, 51, 32, 10, 2, 
2021/9/19, 25, 36, 10, 2, 
2021/9/20, 30, 27, 8, 2, 
2021/9/21, 43, 30, 8, 2, 
2021/9/22, 65, 36, 9, 3, 
2021/9/23, 59, 35, 12, 3, 
2021/9/24, 60, 45, 10, 3, 
2021/9/25, 52, 34, 7, 3, 
2021/9/26, 46, 30, 8, 3, 
2021/9/27, 54, 37, 6, 3, 
2021/9/28, 114, 43, 9, 2, 
2021/9/29, 164, 34, 5, 6, 
2021/9/30, 106, 33, 13, 10, 
2021/10/1, 83, 41, 8, 7, 
2021/4/2, 89, 61, 24, 5, 
2021/4/3, 120, 65, 32, 7, 
2021/4/4, 127, 54, 6, 4, 
2021/4/5, 140, 62, 6, 6, 
2021/4/6, 69, 59, 7, 6, 
2021/4/7, 62, 65, 15, 3, 
2021/4/8, 73, 73, 22, 4, 
2021/4/9, 75, 90, 20, 3, 
2021/4/10, 103, 51, 18, 2, 
2021/4/11, 115, 32, 24, 3, 
2021/4/12, 149, 36, 20, 3, 
2021/4/13, 129, 43, 20, 3, 
2021/4/14, 108, 29, 23, 4, 
2021/4/15, 91, 43, 19, 4, 
2021/4/16, 90, 60, 7, 6, 
2021/4/17, 76, 67, 14, 8, 
2021/4/18, 64, 52, 25, 9, 
2021/4/19, 78, 92, 33, 15, 
2021/4/20, 121, 78, 21, 11, 
2021/4/21, 109, 65, 25, 6, 
2021/4/22, 94, 58, 23, 5, 
2021/4/23, 86, 46, 24, 5, 
2021/4/24, 76, 60, 24, 5, 
2021/4/25, 80, 71, 27, 5, 
2021/4/26, 106, 47, 29, 5, 
2021/4/27, 111, 31, 23, 3, 
2021/4/28, 108, 18, 21, 2, 
2021/4/29, 92, 37, 15, 3, 
2021/4/30, 162, 75, 13, 7, 
2021/5/1, 84, 68, 15, 6, 
2021/5/2, 73, 59, 18, 3, 
2021/5/3, 80, 47, 15, 4, 
2021/5/4, 93, 34, 14, 3, 
2021/5/5, 146, 46, 11, 3, 
2021/5/6, 153, 41, 11, 4, 
2021/5/7, 107, 57, 9, 3, 
2021/5/8, 114, 44, 13, 3, 
2021/5/9, 105, 49, 24, 5, 
2021/5/10, 107, 89, 24, 8, 
2021/5/11, 89, 90, 29, 12, 
2021/5/12, 87, 83, 18, 5, 
2021/5/13, 84, 77, 17, 5, 
2021/5/14, 91, 84, 13, 4, 
2021/5/15, 117, 58, 16, 3, 
2021/5/16, 130, 52, 23, 6, 
2021/5/17, 126, 63, 20, 5, 
2021/5/18, 129, 90, 15, 3, 
2021/5/19, 137, 71, 23, 6, 
2021/5/20, 105, 80, 19, 9, 
2021/5/21, 96, 68, 18, 6, 
2021/5/22, 114, 56, 22, 5, 
2021/5/23, 97, 51, 17, 4, 
2021/5/24, 104, 43, 16, 4, 
2021/5/25, 122, 29, 19, 3, 
2021/5/26, 150, 44, 16, 4, 
2021/5/27, 154, 82, 6, 8, 
2021/5/28, 117, 74, 11, 6, 
2021/5/29, 90, 72, 13, 2, 
2021/5/30, 102, 62, 18, 3, 
2021/5/31, 103, 63, 23, 5, 
2021/6/1, 110, 63, 18, 9, 
2021/6/2, 102, 114, 12, 5, 
2021/6/3, 83, 62, 11, 3, 
2021/6/4, 100, 46, 18, 3, 
2021/6/5, 118, 45, 12, 3, 
2021/6/6, 93, 91, 11, 3, 
2021/6/7, 54, 47, 8, 2, 
2021/6/8, 58, 54, 10, 3, 
2021/6/9, 62, 80, 9, 7, 
2021/6/10, 55, 66, 10, 6, 
2021/6/11, 67, 56, 5, 7, 
2021/6/12, 81, 45, 9, 7, 
2021/6/13, 100, 60, 6, 5, 
2021/6/14, 93, 82, 16, 10, 
2021/6/15, 93, 67, 15, 7, 
2021/6/16, 116, 111, 22, 10, 
2021/6/17, 118, 81, 7, 5, 
2021/6/18, 121, 66, 6, 5, 
2021/6/19, 151, 78, 8, 4, 
2021/6/20, 197, 51, 9, 4, 
2021/6/21, 127, 57, 10, 4, 
2021/6/22, 77, 69, 13, 4, 
2021/6/23, 82, 63, 17, 4, 
2021/6/24, 81, 65, 14, 3, 
2021/6/25, 66, 55, 11, 4, 
2021/6/26, 89, 32, 15, 5, 
2021/6/27, 112, 22, 17, 4, 
2021/6/28, 122, 29, 9, 5, 
2021/6/29, 171, 20, 14, 4, 
2021/6/30, 95, 24, 15, 3, 
2021/7/1, 58, 41, 21, 4, 
2021/1/5, 63, 31, 33, 2, 
2021/1/6, 38, 39, 32, 3, 
2021/1/7, 49, 39, 27, 3, 
2021/1/8, 60, 35, 8, 1, 
2021/1/9, 85, 33, 17, 2, 
2021/1/10, 66, 28, 25, 5, 
2021/1/11, 42, 34, 31, 7, 
2021/1/12, 40, 39, 27, 8, 
2021/1/13, 49, 42, 29, 8, 
2021/1/14, 67, 57, 30, 8, 
2021/1/15, 75, 63, 29, 11, 
2021/1/16, 88, 35, 37, 7, 
2021/1/17, 88, 35, 35, 5, 
2021/1/18, 83, 43, 35, 7, 
2021/1/19, 87, 38, 25, 5, 
2021/1/20, 124, 29, 26, 7, 
2021/1/21, 74, 39, 20, 5, 
2021/1/22, 79, 38, 4, 7, 
2021/1/23, 69, 31, 14, 5, 
2021/1/24, 88, 34, 20, 5, 
2021/1/25, 306, 46, 20, 6, 
2021/1/26, 143, 35, 19, 6, 
2021/1/27, 101, 41, 22, 7, 
2021/1/28, 94, 36, 30, 5, 
2021/1/29, 98, 42, 25, 4, 
2021/1/30, 86, 30, 23, 4, 
2021/1/31, 86, 38, 21, 6, 
2021/2/1, 89, 43, 12, 8, 
2021/2/2, 67, 40, 20, 7, 
2021/2/3, 62, 43, 26, 8, 
2021/2/4, 73, 51, 26, 8, 
2021/2/5, 84, 43, 17, 5, 
2021/2/6, 101, 32, 18, 4, 
2021/2/7, 96, 38, 18, 8, 
2021/2/8, 121, 35, 16, 3, 
2021/2/9, 92, 38, 9, 5, 
2021/2/10, 69, 46, 10, 4, 
2021/2/11, 68, 53, 14, 4, 
2021/2/12, 79, 49, 10, 5, 
2021/2/13, 71, 40, 12, 5, 
2021/2/14, 92, 45, 19, 7, 
2021/2/15, 78, 46, 30, 6, 
2021/2/16, 77, 48, 30, 4, 
2021/2/17, 104, 30, 29, 3, 
2021/2/18, 99, 27, 26, 2, 
2021/2/19, 81, 37, 15, 3, 
2021/2/20, 81, 34, 8, 3, 
2021/2/21, 81, 29, 11, 3, 
2021/2/22, 71, 35, 12, 5, 
2021/2/23, 59, 34, 14, 3, 
2021/2/24, 63, 33, 14, 3, 
2021/2/25, 66, 33, 19, 3, 
2021/2/26, 68, 40, 4, 5, 
2021/2/27, 77, 42, 6, 6, 
2021/2/28, 49, 44, 10, 5, 
2021/3/1, 47, 40, 26, 4, 
2021/3/2, 56, 28, 22, 3, 
2021/3/3, 74, 30, 24, 3, 
2021/3/4, 100, 45, 20, 4, 
2021/3/5, 84, 43, 20, 3, 
2021/3/6, 75, 45, 6, 5, 
2021/3/7, 112, 48, 5, 5, 
2021/3/8, 64, 47, 17, 7, 
2021/3/9, 60, 38, 30, 5, 
2021/3/10, 71, 39, 28, 7, 
2021/3/11, 79, 40, 20, 6, 
2021/3/12, 90, 27, 16, 3, 
2021/3/13, 92, 39, 9, 3, 
2021/3/14, 209, 40, 7, 3, 
2021/3/15, 274, 45, 11, 3, 
2021/3/16, 107, 32, 22, 3, 
2021/3/17, 75, 21, 37, 3, 
2021/3/18, 99, 23, 27, 3, 
2021/3/19, 165, 33, 21, 4, 
2021/3/20, 107, 40, 13, 6, 
2021/3/21, 126, 38, 8, 5, 
2021/3/22, 79, 34, 15, 6, 
2021/3/23, 56, 40, 26, 6, 
2021/3/24, 76, 73, 27, 6, 
2021/3/25, 85, 25, 21, 4, 
2021/3/26, 109, 34, 15, 3, 
2021/3/27, 150, 26, 22, 3, 
2021/3/28, 101, 45, 17, 4, 
2021/3/29, 86, 52, 7, 6, 
2021/3/30, 90, 58, 10, 5, 
2021/3/31, 71, 46, 19, 5, 
2021/4/1, 76, 37, 29, 4, 
2020/10/2, 122, 43, 18, 2, 
2020/10/3, 125, 42, 18, 3, 
2020/10/4, 86, 38, 12, 2, 
2020/10/5, 71, 45, 14, 2, 
2020/10/6, 64, 42, 15, 2, 
2020/10/7, 66, 43, 15, 1, 
2020/10/8, 68, 39, 13, 2, 
2020/10/9, 71, 45, 7, 2, 
2020/10/10, 64, 45, 12, 2, 
2020/10/11, 66, 55, 9, 3, 
2020/10/12, 62, 58, 9, 3, 
2020/10/13, 55, 62, 11, 2, 
2020/10/14, 62, 45, 17, 1, 
2020/10/15, 70, 43, 18, 1, 
2020/10/16, 68, 43, 17, 2, 
2020/10/17, 55, 40, 21, 1, 
2020/10/18, 36, 42, 23, 3, 
2020/10/19, 40, 46, 24, 3, 
2020/10/20, 54, 49, 21, 3, 
2020/10/21, 51, 35, 21, 2, 
2020/10/22, 45, 49, 23, 3, 
2020/10/23, 46, 62, 21, 4, 
2020/10/24, 59, 37, 22, 2, 
2020/10/25, 58, 37, 25, 1, 
2020/10/26, 71, 40, 22, 1, 
2020/10/27, 78, 40, 25, 1, 
2020/10/28, 74, 50, 24, 1, 
2020/10/29, 63, 46, 18, 1, 
2020/10/30, 55, 53, 15, 1, 
2020/10/31, 52, 53, 23, 2, 
2020/11/1, 48, 64, 18, 3, 
2020/11/2, 61, 50, 21, 1, 
2020/11/3, 64, 43, 21, 1, 
2020/11/4, 60, 43, 26, 4, 
2020/11/5, 59, 51, 27, 3, 
2020/11/6, 67, 51, 18, 1, 
2020/11/7, 62, 43, 20, 1, 
2020/11/8, 61, 29, 13, 1, 
2020/11/9, 78, 39, 17, 1, 
2020/11/10, 71, 36, 15, 1, 
2020/11/11, 61, 40, 19, 2, 
2020/11/12, 63, 47, 18, 1, 
2020/11/13, 64, 37, 15, , 
2020/11/14, 73, 35, 15, 1, 
2020/11/15, 73, 43, 14, 3, 
2020/11/16, 53, 40, 21, 1, 
2020/11/17, 55, 40, 21, 1, 
2020/11/18, 63, 38, 20, 2, 
2020/11/19, 61, 42, 9, 2, 
2020/11/20, 56, 47, 18, 3, 
2020/11/21, 52, 35, 17, 2, 
2020/11/22, 71, 27, 19, 3, 
2020/11/23, 69, 40, 14, 4, 
2020/11/24, 71, 41, 5, 6, 
2020/11/25, 63, 44, 17, 4, 
2020/11/26, 55, 33, 14, 3, 
2020/11/27, 61, 40, 9, 3, 
2020/11/28, 66, 45, 13, 3, 
2020/11/29, 58, 40, 16, 2, 
2020/11/30, 61, 42, 21, 3, 
2020/12/1, 58, 46, 19, 4, 
2020/12/2, 66, 50, 21, 4, 
2020/12/3, 65, 45, 18, 5, 
2020/12/4, 72, 30, 16, 5, 
2020/12/5, 85, 25, 17, 4, 
2020/12/6, 73, 32, 20, 4, 
2020/12/7, 71, 32, 9, 5, 
2020/12/8, 58, 40, 6, 5, 
2020/12/9, 36, 41, 8, 6, 
2020/12/10, 45, 41, 12, 6, 
2020/12/11, 38, 34, 19, 3, 
2020/12/12, 53, 42, 24, 6, 
2020/12/13, 59, 38, 16, 5, 
2020/12/14, 57, 39, 21, 3, 
2020/12/15, 51, 40, 24, 1, 
2020/12/16, 56, 27, 31, , 
2020/12/17, 58, 33, 33, 2, 
2020/12/18, 77, 38, 25, 2, 
2020/12/19, 74, 34, 24, 3, 
2020/12/20, 59, 32, 15, 3, 
2020/12/21, 63, 32, 14, 3, 
2020/12/22, 42, 32, 19, 4, 
2020/12/23, 47, 38, 26, 6, 
2020/12/24, 54, 39, 31, 5, 
2020/12/25, 83, 44, 20, 5, 
2020/12/26, 73, 33, 12, 3, 
2020/12/27, 57, 32, 24, 2, 
2020/12/28, 70, 31, 23, 2, 
2020/12/29, 95, 27, 34, 4, 
2020/12/30, 72, 36, 35, 5, 
2020/12/31, 71, 29, 36, 3, 
2021/1/1, 65, 44, 21, 2, 
2021/1/2, 61, 40, 24, 2, 
2021/1/3, 52, 17, 35, 2, 
2021/1/4, 64, 36, 26, 2, 
2020/7/2, 89, 40, 4, 3, 
2020/7/3, 119, 37, 3, 2, 
2020/7/4, 104, 44, 7, 3, 
2020/7/5, 79, 91, 12, 5, 
2020/7/6, 73, 83, 19, 9, 
2020/7/7, 90, 66, 15, 4, 
2020/7/8, 99, 56, 9, 3, 
2020/7/9, 94, 41, 7, 2, 
2020/7/10, 123, 54, 8, 4, 
2020/7/11, 134, 52, 10, 5, 
2020/7/12, 83, 46, 9, 3, 
2020/7/13, 115, 28, 7, 4, 
2020/7/14, 182, 39, 10, 3, 
2020/7/15, 197, 51, 9, 3, 
2020/7/16, 146, 59, 5, 3, 
2020/7/17, 129, 36, 3, 3, 
2020/7/18, 120, 48, 4, 3, 
2020/7/19, 133, 40, 4, 3, 
2020/7/20, 114, 29, 4, 3, 
2020/7/21, 110, 42, 5, 3, 
2020/7/22, 124, 28, 6, 2, 
2020/7/23, 311, 27, 2, 3, 
2020/7/24, 241, 25, 2, 3, 
2020/7/25, 120, 23, 3, 3, 
2020/7/26, 108, 35, 6, 3, 
2020/7/27, 102, 36, 5, 2, 
2020/7/28, 112, 20, 3, 2, 
2020/7/29, 143, 22, 6, 3, 
2020/7/30, 93, 39, 6, 3, 
2020/7/31, 92, 92, 6, 3, 
2020/8/1, 92, 37, 3, 4, 
2020/8/2, 111, 49, 5, 3, 
2020/8/3, 141, 45, 7, 2, 
2020/8/4, 149, 84, 3, 3, 
2020/8/5, 123, 69, 4, 3, 
2020/8/6, 77, 44, 4, 3, 
2020/8/7, 67, 45, 2, 3, 
2020/8/8, 65, 69, 4, 3, 
2020/8/9, 67, 66, 14, 5, 
2020/8/10, 84, 63, 9, 4, 
2020/8/11, 94, 50, 3, 3, 
2020/8/12, 90, 42, 4, 3, 
2020/8/13, 78, 45, 2, 2, 
2020/8/14, 68, 58, 4, 2, 
2020/8/15, 64, 69, 3, 3, 
2020/8/16, 67, 46, 2, 4, 
2020/8/17, 69, 60, 3, 3, 
2020/8/18, 85, 57, 4, 3, 
2020/8/19, 77, 66, 4, 3, 
2020/8/20, 64, 35, 3, 4, 
2020/8/21, 76, 45, 3, 2, 
2020/8/22, 71, 49, 4, 3, 
2020/8/23, 58, 28, 3, 3, 
2020/8/24, 135, 34, 4, 3, 
2020/8/25, 190, 33, 2, 3, 
2020/8/26, 115, 49, 5, 3, 
2020/8/27, 76, 42, 3, 3, 
2020/8/28, 75, 28, 4, 3, 
2020/8/29, 136, 41, 4, 2, 
2020/8/30, 117, 47, 5, 3, 
2020/8/31, 124, 45, 6, 3, 
2020/9/1, 111, 39, 6, 2, 
2020/9/2, 151, 34, 7, 2, 
2020/9/3, 126, 48, 7, 3, 
2020/9/4, 90, 53, 6, 3, 
2020/9/5, 81, 54, 7, 2, 
2020/9/6, 79, 36, 4, 3, 
2020/9/7, 120, 48, 6, 3, 
2020/9/8, 109, 39, 7, 3, 
2020/9/9, 86, 52, 9, 8, 
2020/9/10, 83, 74, 6, 4, 
2020/9/11, 94, 62, 6, 4, 
2020/9/12, 109, 81, 6, 4, 
2020/9/13, 89, 47, 9, 2, 
2020/9/14, 85, 38, 6, 2, 
2020/9/15, 94, 49, 9, 3, 
2020/9/16, 91, 32, 10, 2, 
2020/9/17, 83, 44, 7, 2, 
2020/9/18, 87, 72, 4, 3, 
2020/9/19, 76, 45, 8, 3, 
2020/9/20, 59, 48, 7, 4, 
2020/9/21, 66, 44, 6, 3, 
2020/9/22, 68, 46, 7, 3, 
2020/9/23, 75, 47, 8, 3, 
2020/9/24, 66, 62, 8, 4, 
2020/9/25, 67, 73, 7, 2, 
2020/9/26, 79, 66, 8, 6, 
2020/9/27, 84, 82, 7, 5, 
2020/9/28, 76, 49, 10, 4, 
2020/9/29, 71, 72, 17, 3, 
2020/9/30, 68, 31, 20, 4, 
2020/10/1, 97, 33, 17, 1, 
2020/4/2, 70, 49, 13, 4, 
2020/4/3, 82, 57, 13, 4, 
2020/4/4, 75, 32, 11, 4, 
2020/4/5, 87, 36, 15, 5, 
2020/4/6, 102, 60, 7, 6, 
2020/4/7, 77, 47, 17, 5, 
2020/4/8, 57, 39, 16, 7, 
2020/4/9, 58, 40, 16, 6, 
2020/4/10, 89, 29, 6, 3, 
2020/4/11, 114, 21, 6, 3, 
2020/4/12, 111, 20, 6, 3, 
2020/4/13, 112, 24, 6, 3, 
2020/4/14, 93, 31, 4, 3, 
2020/4/15, 106, 15, 8, 3, 
2020/4/16, 54, 31, 3, 2, 
2020/4/17, 56, 34, 1, 3, 
2020/4/18, 44, 39, 4, 4, 
2020/4/19, 51, 40, 7, 3, 
2020/4/20, 64, 26, 6, 3, 
2020/4/21, 74, 40, 5, 4, 
2020/4/22, 71, 41, 4, 5, 
2020/4/23, 90, 37, 8, 4, 
2020/4/24, 80, 39, 7, 4, 
2020/4/25, 87, 34, 9, 3, 
2020/4/26, 81, 47, 11, 4, 
2020/4/27, 84, 40, 5, 3, 
2020/4/28, 88, 36, 4, 3, 
2020/4/29, 75, 22, 7, 2, 
2020/4/30, 65, 18, 5, 3, 
2020/5/1, 111, 23, 4, 3, 
2020/5/2, 129, 28, 3, 3, 
2020/5/3, 87, 35, 5, 3, 
2020/5/4, 91, 37, 4, 3, 
2020/5/5, 174, 44, 14, 7, 
2020/5/6, 82, 44, 19, 7, 
2020/5/7, 64, 46, 13, 8, 
2020/5/8, 64, 48, 6, 4, 
2020/5/9, 100, 50, 8, 6, 
2020/5/10, 58, 40, 13, 4, 
2020/5/11, 66, 33, 7, 3, 
2020/5/12, 119, 47, 4, 5, 
2020/5/13, 159, 57, 4, 7, 
2020/5/14, 106, 69, 10, 5, 
2020/5/15, 86, 74, 5, 3, 
2020/5/16, 62, 55, 8, 3, 
2020/5/17, 84, 48, 7, 3, 
2020/5/18, 135, 50, 11, 4, 
2020/5/19, 114, 46, 15, 5, 
2020/5/20, 83, 43, 19, 7, 
2020/5/21, 79, 53, 17, 11, 
2020/5/22, 75, 56, 8, 3, 
2020/5/23, 78, 50, 6, 3, 
2020/5/24, 72, 46, 4, 3, 
2020/5/25, 91, 28, 3, 2, 
2020/5/26, 150, 38, 5, 3, 
2020/5/27, 207, 39, 8, 3, 
2020/5/28, 96, 48, 9, 3, 
2020/5/29, 99, 38, 8, 3, 
2020/5/30, 86, 23, 8, 2, 
2020/5/31, 93, 33, 10, 3, 
2020/6/1, 406, 20, 10, 3, 
2020/6/2, 248, 32, 11, 3, 
2020/6/3, 261, 40, 19, 3, 
2020/6/4, 159, 73, 14, 3, 
2020/6/5, 127, 47, 5, 3, 
2020/6/6, 159, 33, 6, 2, 
2020/6/7, 614, 33, 6, 3, 
2020/6/8, 184, 46, 10, 3, 
2020/6/9, 75, 44, 7, 2, 
2020/6/10, 70, 37, 5, 3, 
2020/6/11, 77, 36, 9, 3, 
2020/6/12, 83, 64, 11, 9, 
2020/6/13, 92, 45, 13, 3, 
2020/6/14, 91, 47, 10, 3, 
2020/6/15, 79, 38, 7, 3, 
2020/6/16, 67, 50, 9, 4, 
2020/6/17, 63, 48, 13, 4, 
2020/6/18, 70, 65, 5, 3, 
2020/6/19, 75, 58, 7, 5, 
2020/6/20, 76, 30, 8, 3, 
2020/6/21, 89, 43, 7, 4, 
2020/6/22, 85, 48, 5, 5, 
2020/6/23, 120, 58, 9, 5, 
2020/6/24, 108, 61, 7, 3, 
2020/6/25, 72, 45, 6, 3, 
2020/6/26, 73, 33, 4, 3, 
2020/6/27, 88, 28, 5, 1, 
2020/6/28, 111, 50, 7, 3, 
2020/6/29, 196, 61, 12, 4, 
2020/6/30, 147, 66, 13, 4, 
2020/7/1, 88, 60, 7, 3, 
2020/1/2, 76, 42, 28, 4, 
2020/1/3, 77, 43, 24, 4, 
2020/1/4, 79, 29, 28, 4, 
2020/1/5, 66, 28, 12, 3, 
2020/1/6, 84, 33, 9, 5, 
2020/1/7, 96, 41, 16, 8, 
2020/1/8, 36, 33, 35, 5, 
2020/1/9, 41, 37, 31, 3, 
2020/1/10, 51, 5, 6, , 
2020/1/11, 61, 1, 3, 2, 
2020/1/12, 54, 16, 2, 3, 
2020/1/13, 52, 31, 14, 4, 
2020/1/14, 52, 33, 9, 6, 
2020/1/15, 48, 27, 13, 4, 
2020/1/16, 70, 24, 19, 4, 
2020/1/17, 48, 25, 15, 4, 
2020/1/18, 41, 19, 17, 3, 
2020/1/19, 45, 28, 20, 3, 
2020/1/20, 61, 41, 21, 6, 
2020/1/21, 62, 37, 15, 5, 
2020/1/22, 58, 37, 30, 4, 
2020/1/23, 45, 30, 14, 3, 
2020/1/24, 89, 34, 6, 5, 
2020/1/25, 105, 36, 18, 5, 
2020/1/26, 30, 35, 9, 8, 
2020/1/27, 81, 36, 7, 5, 
2020/1/28, 117, 40, 11, 6, 
2020/1/29, 46, 43, 26, 5, 
2020/1/30, 50, 42, 28, 5, 
2020/1/31, 55, 47, 25, 7, 
2020/2/1, 62, 45, 34, 5, 
2020/2/2, 87, 41, 28, 7, 
2020/2/3, 86, 35, 10, 7, 
2020/2/4, 78, 37, 10, 7, 
2020/2/5, 52, 36, 26, 5, 
2020/2/6, 48, 33, 24, 11, 
2020/2/7, 54, 38, 15, 6, 
2020/2/8, 53, 49, 24, 5, 
2020/2/9, 62, 31, 25, 4, 
2020/2/10, 110, 33, 18, 4, 
2020/2/11, 153, 34, 8, 5, 
2020/2/12, 104, 35, 6, 6, 
2020/2/13, 86, 37, 9, 8, 
2020/2/14, 57, 42, 21, 8, 
2020/2/15, 46, 45, 23, 10, 
2020/2/16, 54, 44, 19, 9, 
2020/2/17, 58, 43, 29, 4, 
2020/2/18, 89, 31, 26, 4, 
2020/2/19, 130, 22, 37, 6, 
2020/2/20, 129, 35, 26, 4, 
2020/2/21, 107, 45, 18, 5, 
2020/2/22, 84, 48, 11, 5, 
2020/2/23, 90, 37, 17, 3, 
2020/2/24, 94, 34, 25, 4, 
2020/2/25, 74, 30, 26, 4, 
2020/2/26, 84, 31, 15, 4, 
2020/2/27, 193, 45, 6, 11, 
2020/2/28, 349, 45, 5, 7, 
2020/2/29, 112, 46, 9, 7, 
2020/3/1, 100, 47, 21, 7, 
2020/3/2, 123, 52, 25, 5, 
2020/3/3, 103, 39, 6, 7, 
2020/3/4, 88, 44, 6, 8, 
2020/3/5, 61, 45, 9, 8, 
2020/3/6, 55, 56, 18, 7, 
2020/3/7, 55, 52, 17, 5, 
2020/3/8, 60, 48, 22, 4, 
2020/3/9, 70, 46, 17, 8, 
2020/3/10, 95, 40, 14, 6, 
2020/3/11, 229, 43, 23, 5, 
2020/3/12, 104, 44, 19, 6, 
2020/3/13, 74, 45, 17, 8, 
2020/3/14, 77, 29, 27, 5, 
2020/3/15, 72, 32, 23, 3, 
2020/3/16, 105, 36, 16, 3, 
2020/3/17, 157, 33, 13, 3, 
2020/3/18, 97, 35, 16, 4, 
2020/3/19, 94, 26, 16, 4, 
2020/3/20, 105, 39, 17, 3, 
2020/3/21, 91, 27, 12, 3, 
2020/3/22, 76, 31, 9, 3, 
2020/3/23, 83, 42, 5, 4, 
2020/3/24, 173, 44, 5, 8, 
2020/3/25, 162, 45, 20, 5, 
2020/3/26, 56, 54, 17, 4, 
2020/3/27, 49, 47, 7, 5, 
2020/3/28, 50, 27, 8, 3, 
2020/3/29, 101, 23, 4, 3, 
2020/3/30, 272, , , , 
2019/10/2, 94, 47, 15, 5, 
2019/10/3, 123, 55, 25, 8, 
2019/10/4, 132, 65, 8, 7, 
2019/10/5, 109, 32, 9, 8, 
2019/10/6, 137, 35, 13, 5, 
2019/10/7, 169, 23, 9, 6, 
2019/10/8, 460, 32, 11, 4, 
2019/10/9, 665, 38, 13, 6, 
2019/10/10, 82, 41, 13, 7, 
2019/10/11, 94, 53, 13, 6, 
2019/10/12, 303, 73, 13, 6, 
2019/10/13, 137, 35, 19, 7, 
2019/10/14, 97, 38, 13, 6, 
2019/10/15, 128, 48, 17, 7, 
2019/10/16, 93, 47, 19, 5, 
2019/10/17, 87, 43, 21, 6, 
2019/10/18, 74, 58, 11, 8, 
2019/10/19, 69, 64, 18, 6, 
2019/10/20, 69, 63, 19, 7, 
2019/10/21, 70, 54, 19, 6, 
2019/10/22, 72, 61, 16, 5, 
2019/10/23, 77, 69, 16, 7, 
2019/10/24, 78, 54, 17, 7, 
2019/10/25, 76, 47, 18, 8, 
2019/10/26, 70, 53, 22, 7, 
2019/10/27, 72, 48, 20, 7, 
2019/10/28, 73, 47, 29, 9, 
2019/10/29, 80, 42, 28, 6, 
2019/10/30, 79, 46, 21, 5, 
2019/10/31, 79, 42, 23, 5, 
2019/11/1, 88, 47, 18, 8, 
2019/11/2, 92, 53, 9, 9, 
2019/11/3, 54, 50, 23, 10, 
2019/11/4, 48, 60, 26, 7, 
2019/11/5, 59, 46, 21, 8, 
2019/11/6, 57, 42, 25, 9, 
2019/11/7, 60, 48, 26, 8, 
2019/11/8, 66, 54, 23, 9, 
2019/11/9, 58, 44, 17, 7, 
2019/11/10, 62, 31, 20, 7, 
2019/11/11, 205, 41, 19, 7, 
2019/11/12, 189, 46, 27, 6, 
2019/11/13, 36, 47, 24, 7, 
2019/11/14, 48, 51, 32, 7, 
